Date : 2023-08-29 20:12:03
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis
Total : 4163 files,  332580 codes, 38887 comments, 22538 blanks, all 394005 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/list.c                                                                  | C        |        228 |         57 |         17 |        302 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_add_item_at_pos.c                                        | C        |         54 |         22 |          5 |         81 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_cost_sum.c                                               | C        |         28 |          6 |          5 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_deduplicate.c                                            | C        |         34 |         10 |          5 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_find_highest_price_item_position.c                       | C        |         35 |          7 |          5 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_init.c                                                   | C        |         26 |          5 |          5 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_item_to_string.c                                         | C        |         22 |         13 |          5 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_load.c                                                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_print.c                                                  | C        |         28 |         20 |          5 |         53 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_remove_item_at_pos.c                                     | C        |         34 |         10 |          5 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_save.c                                                   | C        |         32 |         11 |          5 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_swap_item_positions.c                                    | C        |         39 |         12 |          5 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/parts/gen_list_update_item_at_pos.c                                     | C        |         34 |         11 |          5 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_04/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/list.c                                                                  | C        |        252 |        126 |         77 |        455 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_add_item_at_pos.c                                        | C        |         48 |         24 |         13 |         85 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_cost_sum.c                                               | C        |         29 |         10 |          9 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_deduplicate.c                                            | C        |         32 |         11 |          8 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_find_highest_price_item_position.c                       | C        |         31 |          9 |          8 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_init.c                                                   | C        |         28 |         10 |          9 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_item_to_string.c                                         | C        |         30 |         14 |         10 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_load.c                                                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_print.c                                                  | C        |         34 |         25 |         11 |         70 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_remove_item_at_pos.c                                     | C        |         44 |         12 |         12 |         68 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_save.c                                                   | C        |         30 |         15 |         11 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_swap_item_positions.c                                    | C        |         41 |         12 |         11 |         64 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/parts/gen_list_update_item_at_pos.c                                     | C        |         43 |         14 |         13 |         70 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_05/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/list.c                                                                  | C        |        150 |         72 |         34 |        256 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_add_item_at_pos.c                                        | C        |         45 |         20 |         10 |         75 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_cost_sum.c                                               | C        |         17 |          5 |          5 |         27 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_deduplicate.c                                            | C        |         17 |          7 |          5 |         29 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_find_highest_price_item_position.c                       | C        |         17 |          5 |          5 |         27 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_init.c                                                   | C        |         18 |          5 |          5 |         28 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_item_to_string.c                                         | C        |         32 |         11 |          8 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_load.c                                                   | C        |         17 |          9 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_print.c                                                  | C        |         32 |         20 |          8 |         60 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_remove_item_at_pos.c                                     | C        |         39 |          9 |          8 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_save.c                                                   | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_swap_item_positions.c                                    | C        |         17 |          5 |          5 |         27 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/parts/gen_list_update_item_at_pos.c                                     | C        |         37 |          9 |          8 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_06/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/list.c                                                                  | C        |        275 |         56 |         51 |        382 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_add_item_at_pos.c                                        | C        |         59 |         16 |         13 |         88 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_cost_sum.c                                               | C        |         27 |          5 |          7 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_deduplicate.c                                            | C        |         41 |          7 |          9 |         57 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_find_highest_price_item_position.c                       | C        |         31 |          5 |          7 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_init.c                                                   | C        |         21 |          5 |          6 |         32 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_item_to_string.c                                         | C        |         29 |          8 |          6 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_load.c                                                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_print.c                                                  | C        |         29 |         17 |          7 |         53 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_remove_item_at_pos.c                                     | C        |         54 |          5 |          9 |         68 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_save.c                                                   | C        |         30 |          8 |          8 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_swap_item_positions.c                                    | C        |         47 |          5 |          9 |         61 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/parts/gen_list_update_item_at_pos.c                                     | C        |         45 |          5 |          8 |         58 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_07/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/list.c                                                                  | C        |        193 |         78 |         64 |        335 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_add_item_at_pos.c                                        | C        |         48 |         18 |         11 |         77 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_cost_sum.c                                               | C        |         27 |          7 |          9 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_deduplicate.c                                            | C        |         17 |          9 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_find_highest_price_item_position.c                       | C        |         30 |          7 |          9 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_init.c                                                   | C        |         18 |          5 |          5 |         28 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_item_to_string.c                                         | C        |         32 |         11 |         13 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_load.c                                                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_print.c                                                  | C        |         26 |         17 |          6 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_remove_item_at_pos.c                                     | C        |         35 |          8 |         11 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_save.c                                                   | C        |         29 |         11 |         10 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_swap_item_positions.c                                    | C        |         40 |          8 |         13 |         61 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/parts/gen_list_update_item_at_pos.c                                     | C        |         29 |          7 |         10 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_08/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/list.c                                                                  | C        |        236 |         55 |         17 |        308 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_add_item_at_pos.c                                        | C        |         42 |         15 |          5 |         62 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_cost_sum.c                                               | C        |         28 |          5 |          5 |         38 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_deduplicate.c                                            | C        |         39 |          7 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_find_highest_price_item_position.c                       | C        |         34 |          5 |          5 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_init.c                                                   | C        |         27 |          5 |          5 |         37 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_item_to_string.c                                         | C        |         22 |          8 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_load.c                                                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_print.c                                                  | C        |         30 |         17 |          5 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_remove_item_at_pos.c                                     | C        |         37 |          5 |          5 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_save.c                                                   | C        |         30 |          8 |          5 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_swap_item_positions.c                                    | C        |         55 |          5 |          5 |         65 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/parts/gen_list_update_item_at_pos.c                                     | C        |         30 |          5 |          5 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/ref_testsuite.json                                                      | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/ref_testsuite_asan.json                                                 | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/cushman-001_09/ref_testsuite_asan_noleak.json                                          | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/list.c                                            | C        |        189 |        101 |         20 |        310 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_add_item_at_pos.c                  | C        |         42 |         21 |          6 |         69 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_init.c                             | C        |         19 |          6 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_item_to_string.c                   | C        |         21 |         13 |          5 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_print.c                            | C        |         30 |         22 |          5 |         57 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_remove_item_at_pos.c               | C        |         41 |         17 |          5 |         63 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_swap_item_positions.c              | C        |         68 |         23 |          6 |         97 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/parts/gen_list_update_item_at_pos.c               | C        |         32 |         12 |          5 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/dac37585-9926-4e20-8ac1-40addd42f1a8/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/api_report.json                                                         | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/list.c                                                                  | C        |        334 |         53 |         17 |        404 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/orig_testsuite.json                                                     | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/orig_testsuite_asan.json                                                | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/orig_testsuite_asan_noleak.json                                         | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_add_item_at_pos.c                                        | C        |         44 |         15 |          5 |         64 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_cost_sum.c                                               | C        |         28 |          5 |          5 |         38 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/davinci-001_00/parts/gen_list_deduplicate.c                                            | C        |         40 |          7 |          5 |         52 |
